"motif_id","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","motif_name","ic_score"
"MA1650.2",0.0011184068415927,0.790163221623286,0.852,0.762,0.770582313857369,"ZBTB14",11.1965003647953
"MA0636.1",0.00127066451291497,1.16100550545755,0.571,0.426,0.875487849398416,"BHLHE41",15.4530497569842
"MA2120.1",0.00127066451291497,0.40717507566083,0.868,0.723,0.875487849398416,"ZNF184",12.5727918117006
"MA1721.2",0.00129782780370864,-0.553236658568246,0.824,0.911,0.894203356755254,"ZNF93",15.4652515602927
"MA0083.3",0.00142682238287228,1.40896833827993,0.527,0.406,0.983080621798998,"SRF",20.8371511567039
"MA1557.1",0.00142682238287228,1.0215326138098,0.736,0.594,0.983080621798998,"SMAD5",13.5178042819937
"MA0003.5",0.681723884198315,1.17799876969421,0.412,0.376,1,"TFAP2A",11.4445382553503
"MA0009.2",0.0104678960118638,-1.81521869539887,0.324,0.475,1,"TBXT",18.9310253032463
"MA0018.5",0.308640848955388,0.716348941584064,0.462,0.416,1,"CREB1",11.2203127546615
"MA0025.3",0.149562924382416,-0.388615568038586,0.637,0.693,1,"NFIL3",11.318824782531
"MA0030.2",0.0998144315296699,-1.39090932723925,0.401,0.475,1,"FOXF2",10.1465998787713
"MA0031.2",0.0913718007406761,-2.38315862583701,0.33,0.426,1,"FOXD1",8.12931473258246
"MA0032.2",0.00249529214168718,0.97312054183975,0.692,0.594,1,"FOXC1",11.86908595709
"MA0033.2",0.0913718007406761,-2.38315862583701,0.33,0.426,1,"FOXL1",10.5988680191531
"MA0035.5",0.214624777116101,0.432872496429394,0.577,0.525,1,"GATA1",9.78064500033959
"MA0036.4",0.00225635817801958,0.777121129272688,0.61,0.485,1,"GATA2",10.6282794550274
"MA0041.3",0.0554129449735464,0.490486015701907,0.654,0.584,1,"FOXD3",11.304589525088
"MA0042.2",0.0913718007406761,-2.38315862583701,0.33,0.426,1,"FOXI1",11.5934007918726
"MA0043.4",0.306484493572886,-0.360051791416693,0.621,0.673,1,"HLF",13.0949280152267
"MA0047.4",0.0195125732343772,-3.4484340586062,0.308,0.455,1,"FOXA2",10.5231295698126
"MA0063.3",0.00366486473539861,2.01808280280286,0.533,0.455,1,"NKX2-5",10.1909462839861
"MA0069.1",0.00528853769593348,-1.7743320536103,0.39,0.535,1,"PAX6",11.6466819108626
"MA0071.1",0.364996820334979,-1.17583836252116,0.352,0.406,1,"RORA",9.57425754552089
"MA0106.3",0.0206477009270588,0.913254389580193,0.511,0.426,1,"TP53",20.64952660919
"MA0107.1",0.258361902284837,0.598895674004575,0.61,0.624,1,"RELA",9.69235710983811
"MA0140.3",0.304338144716197,-1.18090880445727,0.429,0.505,1,"GATA1::TAL1",14.1606715935525
"MA0144.3",0.280035667892426,0.170397189931284,0.489,0.436,1,"STAT3",12.5764271127705
"MA0148.5",0.218571452337088,-0.793861539753117,0.368,0.436,1,"FOXA1",10.9656632312788
"MA0153.2",0.00497540314723783,-1.13925813050208,0.582,0.703,1,"HNF1B",16.2376040191889
"MA0160.3",0.0228183714171352,0.858533598708095,0.599,0.386,1,"NR4A2",11.0144167625819
"MA0463.3",0.524766951729392,0.427610057248501,0.621,0.624,1,"BCL6",16.0876411935726
"MA0464.3",0.0602121109029115,1.45950080977364,0.527,0.436,1,"BHLHE40",12.3595707912497
"MA0465.3",0.53769330417343,-0.611803713218448,0.451,0.406,1,"CDX2",11.1131003226789
"MA0468.1",0.263506201574344,-0.23337685219767,0.555,0.604,1,"DUX4",15.0044690247947
"MA0469.4",0.0329715033131671,0.992775596912691,0.593,0.465,1,"E2F3",20.7679081955857
"MA0471.3",0.00284049168738855,0.915744351199013,0.841,0.693,1,"E2F6",11.2746994080866
"MA0479.2",0.0991914478421888,-1.15902700494041,0.39,0.505,1,"FOXH1",13.3407911027723
"MA0481.4",0.0913718007406761,-2.38315862583701,0.33,0.426,1,"FOXP1",9.72085053177704
"MA0484.3",0.237277285423663,-1.93882419201602,0.302,0.396,1,"HNF4G",12.1787508297689
"MA0485.3",0.00155940446799604,0.261440114025182,0.692,0.614,1,"HOXC9",14.1571119202715
"MA0486.2",0.00802669236572389,0.491946224747354,0.615,0.455,1,"HSF1",18.6103250823677
"MA0492.2",0.0102417636421553,1.33901317994837,0.467,0.366,1,"JUND",14.6830127398419
"MA0495.4",0.010791942162102,1.04833879252831,0.626,0.465,1,"MAFF",12.7671512466511
"MA0508.4",0.00359446427544775,-0.742601726538396,0.654,0.772,1,"PRDM1",11.1557533778696
"MA0523.2",0.0107451104938055,-2.01550565623089,0.368,0.455,1,"TCF7L2",12.7411529877954
"MA0524.3",0.491728148921504,-0.252024535060089,0.357,0.465,1,"TFAP2C",10.1551429512139
"MA0525.2",0.00405545982605246,1.70914166451316,0.654,0.525,1,"TP63",24.229711485245
"MA0528.3",0.593041204035034,-0.622428074499582,0.533,0.574,1,"ZNF263",11.0353915490101
"MA0593.2",0.00361194811908702,-2.13142503023248,0.352,0.505,1,"FOXP2",13.3107329794202
"MA0607.2",0.00337407446091416,-2.03704665010457,0.363,0.505,1,"BHLHA15",13.7181894570574
